time(ms),ecg
0.365625,0
2.31875,-0.0004768371582
4.271875,-0.0004768371582
6.225,-0.001430511475
8.178125,-0.001430511475
10.13125,-0.0004768371582
12.084375,-0.003814697266
14.0375,0
15.990625,-0.001430511475
17.94375,-0.009536743164
19.896875,0.01955032349
21.85,0.01192092896
23.803125,-0.06675720215
25.75625,-0.08630752563
27.709375,-0.04196166992
29.6625,-0.04720687866
31.615625,-0.1072883606
33.56875,-0.1382827759
35.521875,-0.1535415649
37.475,-0.1888275146
39.428125,-0.2336502075
41.38125,-0.2303123474
43.334375,-0.09918212891
45.2875,0.06341934204
47.240625,0.1993179321
49.19375,0.3700256348
51.146875,0.4916191101
53.1,0.5307197571
55.053125,0.554561615
57.00625,0.5326271057
58.959375,0.4796981812
60.9125,0.4692077637
62.865625,0.4930496216
64.81875,0.506401062
66.771875,0.5068778992
68.725,0.4849433899
70.678125,0.4487037659
72.63125,0.4358291626
74.584375,0.4453659058
76.5375,0.4463195801
78.490625,0.4115104675
80.44375,0.4134178162
82.396875,0.4315376282
84.35,0.3981590271
86.303125,0.3952980042
88.25625,0.4143714905
90.209375,0.4005432129
92.1625,0.391960144
94.115625,0.4186630249
96.06875,0.4482269287
98.021875,0.4510879517
99.975,0.4396438599
101.928125,0.415802002
103.88125,0.3972053528
105.834375,0.40102005
107.7875,0.4186630249
109.740625,0.4096031189
111.69375,0.3871917725
113.646875,0.3809928894
115.6,0.3800392151
117.553125,0.4091262817
119.50625,0.412940979
121.459375,0.3790855408
123.4125,0.3943443298
125.365625,0.4172325134
127.31875,0.4234313965
129.271875,0.4472732544
131.225,0.4549026489
133.178125,0.4324913025
135.13125,0.4363059998
137.084375,0.4620552063
139.0375,0.4329681396
140.990625,0.4138946533
142.94375,0.452041626
144.896875,0.4382133484
146.85,0.4239082336
148.803125,0.4644393921
150.75625,0.4725456238
152.709375,0.4601478577
154.6625,0.4653930664
156.615625,0.476360321
158.56875,0.4625320435
160.521875,0.4525184631
162.475,0.5054473877
164.428125,0.5350112915
166.38125,0.5030632019
168.334375,0.5145072937
170.2875,0.5269050598
172.240625,0.5207061768
174.19375,0.560760498
176.146875,0.5784034729
178.1,0.5640983582
180.053125,0.5779266357
182.00625,0.6041526794
183.959375,0.5960464478
185.9125,0.5903244019
187.865625,0.6108283997
189.81875,0.6184577942
191.771875,0.6251335144
193.725,0.6418228149
195.678125,0.6799697876
197.63125,0.7147789001
199.584375,0.7281303406
201.5375,0.7538795471
203.490625,0.7586479187
205.44375,0.7610321045
207.396875,0.7905960083
209.35,0.8177757263
211.303125,0.8392333984
213.25625,0.8473396301
215.209375,0.8654594421
217.1625,0.8926391602
219.115625,0.9140968323
221.06875,0.9589195251
223.021875,0.9913444519
224.975,0.9870529175
226.928125,0.9880065918
228.88125,1.008987427
230.834375,1.040935516
232.7875,1.059055328
234.740625,1.057624817
236.69375,1.076698303
238.646875,1.109600067
240.6,1.114368439
242.553125,1.119613647
244.50625,1.130104065
246.459375,1.130104065
248.4125,1.142978668
250.365625,1.148700714
252.31875,1.138687134
254.271875,1.120567322
256.225,1.109600067
258.178125,1.128196716
260.13125,1.137256622
262.084375,1.124382019
264.0375,1.107692719
265.990625,1.080036163
267.94375,1.060009003
269.896875,1.034259796
271.85,0.9894371033
273.803125,0.9789466858
275.75625,0.997543335
277.709375,0.9665489197
279.6625,0.9088516235
281.615625,0.8645057678
283.56875,0.8158683777
285.521875,0.7739067078
287.475,0.732421875
289.428125,0.71144104
291.38125,0.6823539734
293.334375,0.6198883057
295.2875,0.5803108215
297.240625,0.5331039429
299.19375,0.4758834839
301.146875,0.4529953003
303.1,0.4305839539
305.053125,0.4029273987
307.00625,0.3490447998
308.959375,0.2746582031
310.9125,0.2369880676
312.865625,0.2212524414
314.81875,0.1983642578
316.771875,0.1606941223
318.725,0.1130104065
320.678125,0.08630752563
322.63125,0.07629394531
324.584375,0.08344650269
326.5375,0.0958442688
328.490625,0.07438659668
330.44375,0.04053115845
332.396875,0.007629394531
334.35,-0.02765655518
336.303125,-0.03957748413
338.25625,-0.02813339233
340.209375,-0.03623962402
342.1625,-0.06246566772
344.115625,-0.07152557373
346.06875,-0.06151199341
348.021875,-0.04959106445
349.975,-0.04768371582
351.928125,-0.04482269287
353.88125,-0.03623962402
355.834375,-0.04100799561
357.7875,-0.0433921814
359.740625,-0.05054473877
361.69375,-0.06484985352
363.646875,-0.06437301636
365.6,-0.05054473877
367.553125,-0.04196166992
369.50625,-0.05769729614
371.459375,-0.08296966553
373.4125,-0.09346008301
375.365625,-0.08058547974
377.31875,-0.0958442688
379.271875,-0.1311302185
381.225,-0.09632110596
383.178125,-0.05912780762
385.13125,-0.0581741333
387.084375,-0.04529953003
389.0375,-0.04434585571
390.990625,-0.05388259888
392.94375,-0.07200241089
394.896875,-0.08869171143
396.85,-0.06914138794
398.803125,-0.03576278687
400.75625,-0.02908706665
402.709375,-0.06341934204
404.6625,-0.07104873657
406.615625,-0.03004074097
408.56875,-0.03004074097
410.521875,-0.04053115845
412.475,-0.001907348633
414.428125,-0.01239776611
416.38125,-0.0262260437
418.334375,0.02288818359
420.2875,0.04196166992
422.240625,0.03433227539
424.19375,0.01668930054
426.146875,-0.004768371582
428.1,-0.006198883057
430.053125,-0.0147819519
432.00625,-0.008106231689
433.959375,-0.004291534424
435.9125,-0.00524520874
437.865625,0.03099441528
439.81875,0.02479553223
441.771875,0.002861022949
443.725,0.03957748413
445.678125,0.0376701355
447.63125,0.02241134644
449.584375,0.05483627319
451.5375,0.04720687866
453.490625,0.03385543823
455.44375,0.05722045898
457.396875,0.06628036499
459.35,0.06437301636
461.303125,0.07915496826
463.25625,0.0901222229
465.209375,0.09918212891
467.1625,0.1034736633
469.115625,0.0524520874
471.06875,0.02098083496
473.021875,0.05722045898
474.975,0.06198883057
476.928125,0.03719329834
478.88125,0.02717971802
480.834375,0.04148483276
482.7875,0.07295608521
484.740625,0.07295608521
486.69375,0.06723403931
488.646875,0.08392333984
490.6,0.07820129395
492.553125,0.0638961792
494.50625,0.07295608521
496.459375,0.084400177
498.4125,0.0958442688
500.365625,0.1068115234
502.31875,0.08821487427
504.271875,0.06723403931
506.225,0.08249282837
508.178125,0.08153915405
510.13125,0.06723403931
512.084375,0.08010864258
514.0375,0.06341934204
515.990625,0.04720687866
517.94375,0.05865097046
519.896875,0.03385543823
521.85,0.01573562622
523.803125,0.01096725464
525.75625,0.004768371582
527.709375,0.04053115845
529.6625,0.06103515625
531.615625,0.02908706665
533.56875,0.02574920654
535.521875,0.03862380981
537.475,0.02479553223
539.428125,0.03290176392
541.38125,0.05340576172
543.334375,0.04005432129
545.2875,0.03004074097
547.240625,0.03814697266
549.19375,0.02193450928
551.146875,0.01621246338
553.1,0.04625320435
555.053125,0.03862380981
557.00625,0.0004768371582
558.959375,-0.01430511475
560.9125,0
562.865625,0.03147125244
564.81875,0.0581741333
566.771875,0.06866455078
568.725,0.05054473877
570.678125,0.02193450928
572.63125,0.01192092896
574.584375,0.008106231689
576.5375,0.02002716064
578.490625,0.01955032349
580.44375,-0.006198883057
582.396875,-0.007629394531
584.35,-0.0009536743164
586.303125,0.009536743164
588.25625,0.03147125244
590.209375,0.02527236938
592.1625,0.03099441528
594.115625,0.03957748413
596.06875,0.01049041748
598.021875,0.01668930054
599.975,0.04291534424
601.928125,0.0319480896
603.88125,0.0009536743164
605.834375,-0.0262260437
607.7875,-0.02098083496
609.740625,0.006675720215
611.69375,0.02098083496
613.646875,0.02670288086
615.6,0.04005432129
617.553125,0.02527236938
619.50625,-0.0009536743164
621.459375,0.02098083496
623.4125,0.02145767212
625.365625,-0.01096725464
627.31875,-0.01335144043
629.271875,-0.01001358032
631.225,-0.005722045898
633.178125,0.004768371582
635.13125,-0.002861022949
637.084375,-0.009536743164
639.0375,0.01955032349
640.990625,0.04911422729
642.94375,0.02765655518
644.896875,0.01811981201
646.85,0.03242492676
648.803125,-0.0205039978
650.75625,-0.0467300415
652.709375,0.001907348633
654.6625,0.005722045898
656.615625,0.007152557373
658.56875,0.05054473877
660.521875,0.06151199341
662.475,0.05006790161
664.428125,0.0376701355
666.38125,0.0205039978
668.334375,0.004768371582
670.2875,0.003337860107
672.240625,0.02861022949
674.19375,0.05102157593
676.146875,0.05483627319
678.1,0.02956390381
680.053125,0.001430511475
682.00625,0.01001358032
683.959375,0.01430511475
685.9125,0.006675720215
687.865625,0.001430511475
689.81875,0.004768371582
691.771875,0.02193450928
693.725,0.03862380981
695.678125,0.04863739014
697.63125,0.05292892456
699.584375,0.05483627319
701.5375,0.04100799561
703.490625,0.03242492676
705.44375,0.04768371582
707.396875,0.07009506226
709.35,0.06294250488
711.303125,0.01955032349
713.25625,0.01335144043
715.209375,0.03051757813
717.1625,0.01096725464
719.115625,0.007629394531
721.06875,0.03910064697
723.021875,0.04005432129
724.975,0.0319480896
726.928125,0.06532669067
728.88125,0.06723403931
730.834375,0.05292892456
732.7875,0.07724761963
734.740625,0.07295608521
736.69375,0.0638961792
738.646875,0.07247924805
740.6,0.05722045898
742.553125,0.05197525024
744.50625,0.07009506226
746.459375,0.075340271
748.4125,0.08583068848
750.365625,0.1006126404
752.31875,0.1158714294
754.271875,0.1335144043
756.225,0.09632110596
758.178125,0.08010864258
760.13125,0.1068115234
762.084375,0.07629394531
764.0375,0.05531311035
765.990625,0.05912780762
767.94375,0.05102157593
769.896875,0.07295608521
771.85,0.1034736633
773.803125,0.09346008301
775.75625,0.08821487427
777.709375,0.1020431519
779.6625,0.09059906006
781.615625,0.09536743164
783.56875,0.09202957153
785.521875,0.05722045898
787.475,0.05912780762
789.428125,0.06818771362
791.38125,0.06341934204
793.334375,0.07677078247
795.2875,0.0958442688
797.240625,0.1072883606
799.19375,0.1068115234
801.146875,0.1192092896
803.1,0.1215934753
805.053125,0.0958442688
807.00625,0.1287460327
808.959375,0.1664161682
810.9125,0.1316070557
812.865625,0.1111030579
814.81875,0.1192092896
816.771875,0.1201629639
818.725,0.1411437988
820.678125,0.2355575562
822.63125,0.3480911255
824.584375,0.3709793091
826.5375,0.3800392151
828.490625,0.3952980042
830.44375,0.3499984741
832.396875,0.3705024719
834.35,0.4482269287
836.303125,0.4229545593
838.25625,0.3600120544
840.209375,0.3724098206
842.1625,0.3914833069
844.115625,0.3604888916
846.06875,0.3309249878
848.021875,0.3490447998
849.975,0.3814697266
851.928125,0.3871917725
853.88125,0.3771781921
855.834375,0.3395080566
857.7875,0.2889633179
859.740625,0.2346038818
861.69375,0.1616477966
863.646875,0.1225471497
865.6,0.1368522644
867.553125,0.1630783081
869.50625,0.1821517944
871.459375,0.1740455627
873.4125,0.1192092896
875.365625,0.08058547974
877.31875,0.08487701416
879.271875,0.05054473877
881.225,0.004291534424
883.178125,0.01382827759
885.13125,0.03719329834
887.084375,0.03814697266
889.0375,0.0467300415
890.990625,0.07104873657
892.94375,0.1006126404
894.896875,0.1125335693
896.85,0.08773803711
898.803125,0.05340576172
900.75625,0.03337860107
902.709375,0.01955032349
904.6625,0.01955032349
906.615625,0.02765655518
908.56875,0.01764297485
910.521875,0.0009536743164
912.475,0
914.428125,0.01239776611
916.38125,0.03147125244
918.334375,0.02574920654
920.2875,-0.001907348633
922.240625,0.001430511475
924.19375,0.002861022949
926.146875,-0.01239776611
928.1,-0.0004768371582
930.053125,0.005722045898
932.00625,0.004291534424
933.959375,0.01239776611
935.9125,0.03147125244
937.865625,0.03814697266
939.81875,0.02193450928
941.771875,0.03862380981
943.725,0.06484985352
945.678125,0.06246566772
947.63125,0.0581741333
949.584375,0.06341934204
951.5375,0.04100799561
953.490625,0.02288818359
955.44375,0.07295608521
957.396875,0.1101493835
959.35,0.1287460327
961.303125,0.1997947693
963.25625,0.3085136414
965.209375,0.4501342773
967.1625,0.5769729614
969.115625,0.6637573242
971.06875,0.7033348083
973.021875,0.7061958313
974.975,0.7433891296
976.928125,0.7634162903
978.88125,0.7367134094
980.834375,0.7815361023
982.7875,0.8702278137
984.740625,0.9541511536
986.69375,1.107692719
988.646875,1.311302185
990.6,1.559734344
992.553125,1.852989197
994.50625,2.054214478
996.459375,2.081871033
998.4125,1.916885376
1000.365625,1.656532288
1002.31875,1.43289566
1004.271875,1.107215881
1006.225,0.6203651428
1008.178125,0.1888275146
1010.13125,-0.1029968262
1012.084375,-0.2717971802
1014.0375,-0.3085136414
1015.990625,-0.3333091736
1017.94375,-0.3733634949
1019.896875,-0.2975463867
1021.85,-0.1835823059
1023.803125,-0.1602172852
1025.75625,-0.180721283
1027.709375,-0.2098083496
1029.6625,-0.2236366272
1031.615625,-0.1378059387
1033.56875,0.0376701355
1035.521875,0.2460479736
1037.475,0.4811286926
1039.428125,0.6761550903
1041.38125,0.7829666138
1043.334375,0.8182525635
1045.2875,0.8039474487
1047.240625,0.7481575012
1049.19375,0.6747245789
1051.146875,0.6341934204
1053.1,0.6294250488
1055.053125,0.6175041199
1057.00625,0.554561615
1058.959375,0.4978179932
1060.9125,0.4892349243
1062.865625,0.4787445068
1064.81875,0.467300415
1066.771875,0.4558563232
1068.725,0.4515647888
1070.678125,0.4625320435
1072.63125,0.4630088806
1074.584375,0.4544258118
1076.5375,0.4615783691
1078.490625,0.4835128784
1080.44375,0.4839897156
1082.396875,0.4620552063
1084.35,0.4563331604
1086.303125,0.4816055298
1088.25625,0.4901885986
1090.209375,0.4539489746
1092.1625,0.4458427429
1094.115625,0.4644393921
1096.06875,0.4281997681
1098.021875,0.4024505615
1099.975,0.431060791
1101.928125,0.431060791
1103.88125,0.4291534424
1105.834375,0.4835128784
1107.7875,0.5269050598
1109.740625,0.5102157593
1111.69375,0.4787445068
1113.646875,0.4758834839
1115.6,0.479221344
1117.553125,0.4539489746
1119.50625,0.4377365112
1121.459375,0.4725456238
1123.4125,0.4911422729
1125.365625,0.4911422729
1127.31875,0.5116462708
1129.271875,0.4839897156
1131.225,0.4668235779
1133.178125,0.5097389221
1135.13125,0.5192756653
1137.084375,0.5097389221
1139.0375,0.5087852478
1140.990625,0.5040168762
1142.94375,0.5307197571
1144.896875,0.5550384521
1146.85,0.5421638489
1148.803125,0.5559921265
1150.75625,0.5650520325
1152.709375,0.5521774292
1154.6625,0.563621521
1156.615625,0.5784034729
1158.56875,0.5898475647
1160.521875,0.581741333
1162.475,0.5912780762
1164.428125,0.6532669067
1166.38125,0.6918907166
1168.334375,0.6632804871
1170.2875,0.6318092346
1172.240625,0.6575584412
1174.19375,0.6799697876
1176.146875,0.687122345
1178.1,0.7171630859
1180.053125,0.7367134094
1182.00625,0.7429122925
1183.959375,0.7557868958
1185.9125,0.7700920105
1187.865625,0.8044242859
1189.81875,0.837802887
1191.771875,0.8506774902
1193.725,0.8759498596
1195.678125,0.8797645569
1197.63125,0.8821487427
1199.584375,0.9293556213
1201.5375,0.9827613831
1203.490625,1.024723053
1205.44375,1.041889191
1207.396875,1.070022583
1209.35,1.097202301
1211.303125,1.088142395
1213.25625,1.111984253
1215.209375,1.139163971
1217.1625,1.142501831
1219.115625,1.173019409
1221.06875,1.207828522
1223.021875,1.257419586
1224.975,1.300811768
1226.928125,1.310348511
1228.88125,1.309871674
1230.834375,1.310825348
1232.7875,1.347064972
1234.740625,1.375198364
1236.69375,1.358509064
1238.646875,1.359939575
1240.6,1.38092041
1242.553125,1.38425827
1244.50625,1.391410828
1246.459375,1.404762268
1248.4125,1.398563385
1250.365625,1.396656036
1252.31875,1.400470734
1254.271875,1.385211945
1256.225,1.364707947
1258.178125,1.34563446
1260.13125,1.33228302
1262.084375,1.297473907
1264.0375,1.239299774
1265.990625,1.211166382
1267.94375,1.194000244
1269.896875,1.150131226
1271.85,1.087188721
1273.803125,1.043319702
1275.75625,1.030445099
1277.709375,0.9732246399
1279.6625,0.883102417
1281.615625,0.8316040039
1283.56875,0.8091926575
1285.521875,0.7753372192
1287.475,0.7009506226
1289.428125,0.6213188171
1291.38125,0.5626678467
1293.334375,0.5197525024
1295.2875,0.4806518555
1297.240625,0.424861908
1299.19375,0.367641449
1301.146875,0.3271102905
1303.1,0.2918243408
1305.053125,0.2455711365
1307.00625,0.205039978
1308.959375,0.1769065857
1310.9125,0.1201629639
1312.865625,0.06723403931
1314.81875,0.04816055298
1316.771875,0.03480911255
1318.725,0.02098083496
1320.678625,-0.02241134644
1322.63175,-0.07343292236
1324.584875,-0.07915496826
1326.538,-0.09202957153
1328.491125,-0.1125335693
1330.44425,-0.09870529175
1332.397375,-0.1063346863
1334.3505,-0.1301765442
1336.303625,-0.1368522644
1338.25675,-0.1425743103
1340.209875,-0.1468658447
1342.163,-0.1244544983
1344.116125,-0.09059906006
1346.06925,-0.1130104065
1348.022375,-0.1792907715
1349.9755,-0.2126693726
1351.928625,-0.2164840698
1353.88175,-0.2150535583
1355.834875,-0.2002716064
1357.788,-0.1912117004
1359.741125,-0.1754760742
1361.69425,-0.17786026
1363.647375,-0.1926422119
1365.6005,-0.1692771912
1367.553625,-0.1740455627
1369.50675,-0.1888275146
1371.459875,-0.1654624939
1373.413,-0.1878738403
1375.366125,-0.2264976501
1377.31925,-0.1969337463
1379.272375,-0.1616477966
1381.2255,-0.1573562622
1383.178625,-0.1420974731
1385.13175,-0.1444816589
1387.084875,-0.1535415649
1389.038,-0.1459121704
1390.991125,-0.1444816589
1392.94425,-0.13256073
1394.897375,-0.1244544983
1396.8505,-0.1311302185
1398.803625,-0.1306533813
1400.75675,-0.1211166382
1402.709875,-0.1173019409
1404.663,-0.1201629639
1406.616125,-0.1201629639
1408.56925,-0.1225471497
1410.522375,-0.1192092896
1412.4755,-0.09965896606
1414.428625,-0.07104873657
1416.38175,-0.06818771362
1418.334875,-0.08678436279
1420.288,-0.08296966553
1422.241125,-0.0638961792
1424.19425,-0.06818771362
1426.147375,-0.07486343384
1428.1005,-0.06675720215
1430.053625,-0.075340271
1432.00675,-0.08153915405
1433.959875,-0.06675720215
1435.913,-0.0319480896
1437.866125,-0.004768371582
1439.81925,-0.03910064697
1441.772375,-0.08583068848
1443.7255,-0.09727478027
1445.678625,-0.08487701416
1447.63175,-0.07963180542
1449.584875,-0.09918212891
1451.538,-0.08487701416
1453.491125,-0.05912780762
1455.44425,-0.06723403931
1457.397375,-0.07057189941
1459.3505,-0.07057189941
1461.303625,-0.07677078247
1463.25675,-0.07724761963
1465.209875,-0.05531311035
1467.163,-0.0205039978
1469.116125,-0.01811981201
1471.06925,-0.0205039978
1473.022375,-0.02145767212
1474.9755,-0.03623962402
1476.928625,-0.02956390381
